185.86.154.0/24,RU,RU-MOW,Moscow,101000
160.20.108.0/24,RU,RU-MOW,Moscow,101000
176.53.157.0/24,RU,RU-MOW,Moscow,101000
194.190.69.0/24,RU,RU-MOW,Moscow,101000
95.181.152.0/24,RU,RU-MOW,Moscow,101000
